taskid,beam,pass,s_in,s_out,rat,peak_mJy,peak_sig,rusc-,rusc+,D,N2,P2,Ex-2,Ex+2
190721041,14,False,88.7,71.1,1.25,21.4,301.5,3.8,6.4,79.0,2.5,2.7,159.0,184.0
190721041,15,False,89.6,57.9,1.55,17.1,295.8,6.6,7.4,45.0,4.9,4.3,410.0,351.0
190721041,16,False,74.7,51.9,1.44,125.7,2421.1,5.3,4.9,457.0,4.0,4.0,306.0,309.0
190721041,17,False,86.2,60.0,1.44,28.0,466.9,4.3,4.9,109.0,3.6,3.7,273.0,284.0
190721041,18,False,140.0,64.6,2.17,149.2,2312.0,6.4,6.6,361.0,7.8,7.9,720.0,727.0
190721041,19,False,74.4,60.3,1.23,48.2,800.5,3.6,4.8,222.0,2.4,2.7,148.0,175.0
190721041,20,False,83.5,64.9,1.29,128.1,1973.4,3.9,5.4,506.0,2.8,2.9,187.0,203.0
190721041,21,False,124.1,79.4,1.56,69.2,871.6,5.4,5.2,161.0,4.7,4.7,380.0,380.0
190721041,22,False,176.6,71.5,2.47,157.0,2196.2,9.3,9.3,236.0,9.4,8.7,869.0,801.0
190721041,23,False,73.2,50.6,1.45,72.3,1427.2,5.4,5.3,264.0,4.0,3.9,314.0,300.0
190721041,24,False,57.5,48.7,1.18,13.4,274.9,3.5,4.8,79.0,2.0,2.3,104.0,139.0
190721041,25,False,55.2,41.4,1.33,12.7,307.7,3.9,4.8,79.0,3.1,3.2,219.0,224.0
190721041,26,False,73.1,46.4,1.57,30.1,647.9,4.8,7.3,135.0,4.6,4.3,379.0,345.0
190721041,27,False,100.3,53.8,1.87,127.8,2378.2,8.3,6.5,287.0,6.2,6.4,1667.0,1722.0
190721041,28,False,101.9,60.6,1.68,110.7,1826.8,5.8,5.3,315.0,5.6,5.6,484.0,484.0
190721041,29,False,106.1,76.3,1.39,132.0,1729.7,4.2,4.8,412.0,3.2,3.3,241.0,246.0
190721041,30,False,56.1,41.7,1.34,11.6,277.5,3.8,5.8,73.0,3.1,3.2,231.0,244.0
190721041,31,False,59.7,43.5,1.37,15.8,362.7,4.5,6.7,81.0,3.5,3.4,276.0,264.0
190721041,32,False,116.5,93.8,1.24,34.5,368.1,3.6,4.6,102.0,2.3,2.4,139.0,155.0
190721041,33,False,116.6,71.6,1.63,28.5,397.4,4.9,6.0,81.0,4.8,5.0,409.0,436.0
190721041,34,False,132.4,62.2,2.13,17.2,277.4,8.6,8.8,32.0,8.4,7.1,786.0,647.0
190721041,35,False,88.9,60.8,1.46,139.9,2302.9,5.0,5.0,461.0,4.1,4.3,329.0,346.0
190721041,36,False,91.6,61.4,1.49,109.7,1786.0,4.9,5.2,364.0,4.3,4.4,342.0,354.0
190721041,37,False,118.9,71.0,1.67,42.2,594.0,5.5,5.2,108.0,5.6,5.6,485.0,480.0
190721041,38,False,70.8,59.7,1.19,10.8,180.8,3.5,5.2,52.0,2.1,2.4,119.0,147.0
190721041,39,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190722001,0,False,125.2,77.0,1.63,41.9,544.4,5.0,6.3,109.0,5.1,4.9,297.0,283.0
190722001,1,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190722001,2,False,153.7,91.6,1.68,677.8,7400.8,5.5,5.8,1346.0,5.6,5.6,331.0,329.0
190722001,3,False,133.6,79.4,1.68,41.7,525.1,5.4,5.2,97.0,5.4,5.5,315.0,324.0
190722001,4,False,75.0,59.0,1.27,16.6,281.7,3.6,4.3,78.0,2.5,2.8,110.0,130.0
190722001,5,True,51.1,44.3,1.15,9.2,206.6,4.6,5.4,45.0,1.9,1.9,213.0,217.0
190722001,6,False,142.1,98.1,1.45,31.8,324.1,4.1,5.2,79.0,3.8,3.9,202.0,205.0
190722001,7,False,155.6,107.5,1.45,95.6,889.7,4.6,5.2,193.0,4.1,4.0,220.0,214.0
190722001,8,False,228.8,105.3,2.17,90.3,857.3,7.2,7.9,119.0,7.9,8.1,495.0,507.0
190722001,9,False,189.9,95.3,1.99,518.4,5437.5,7.4,5.8,735.0,7.5,7.2,465.0,443.0
190722001,10,False,88.6,61.6,1.44,50.5,819.9,4.0,4.8,205.0,3.6,3.8,188.0,201.0
190722001,11,False,75.1,59.8,1.26,11.5,191.6,3.6,5.2,53.0,2.6,2.8,114.0,126.0
190722001,12,False,127.8,99.0,1.29,59.9,605.4,4.4,5.1,138.0,3.1,3.1,152.0,148.0
190722001,13,False,319.6,235.6,1.36,174.6,741.3,3.8,5.8,195.0,3.1,3.0,156.0,147.0
190722001,14,False,225.7,143.5,1.57,159.1,1108.4,5.0,5.7,222.0,4.7,4.6,267.0,260.0
190722001,15,False,189.1,98.9,1.91,97.7,987.9,6.3,6.8,157.0,6.7,6.6,424.0,421.0
190722001,16,False,109.4,83.3,1.31,5.1,60.7,4.0,5.8,15.0,3.0,3.1,143.0,154.0
190722001,17,False,78.4,63.2,1.24,25.3,400.1,3.4,4.5,118.0,2.3,2.8,98.0,129.0
190722001,18,False,160.6,83.3,1.93,90.9,1091.3,5.8,6.5,188.0,6.8,6.7,432.0,424.0
190722001,19,False,112.0,87.8,1.28,59.6,679.2,3.7,4.6,184.0,2.9,3.1,136.0,156.0
190722001,20,False,113.7,92.3,1.23,19.5,210.9,3.4,5.6,62.0,2.3,2.5,97.0,107.0
190722001,21,False,257.0,115.7,2.22,136.6,1180.8,6.0,5.9,197.0,8.3,8.2,539.0,529.0
190722001,22,False,127.8,77.3,1.65,53.4,690.6,5.1,6.3,135.0,5.3,5.1,315.0,298.0
190722001,23,False,207.8,79.9,2.6,439.4,5497.8,8.6,8.7,639.0,9.7,9.7,637.0,637.0
190722001,24,False,117.7,69.9,1.68,377.1,5397.4,5.7,5.2,947.0,5.6,5.4,340.0,327.0
190722001,25,False,84.3,56.0,1.51,62.3,1111.6,5.1,5.5,218.0,4.4,4.5,245.0,251.0
190722001,26,False,78.9,62.2,1.27,17.1,274.5,3.6,4.5,76.0,2.6,2.9,121.0,136.0
190722001,27,False,119.8,55.3,2.17,22.1,400.0,8.6,6.8,47.0,7.2,8.6,1468.0,1825.0
190722001,28,False,196.6,79.4,2.48,911.5,11478.5,8.7,7.8,1319.0,8.8,9.4,580.0,621.0
190722001,29,False,268.1,136.2,1.97,467.6,3432.3,6.6,6.1,520.0,6.9,7.1,446.0,464.0
190722001,30,False,92.9,64.9,1.43,56.7,873.2,4.2,5.7,208.0,3.7,3.7,215.0,211.0
190722001,31,False,89.8,59.3,1.51,10.4,175.9,4.1,5.7,43.0,4.1,4.1,243.0,242.0
190722001,32,False,161.9,125.7,1.29,44.2,351.9,4.0,5.4,88.0,3.0,2.8,150.0,138.0
190722001,33,False,143.0,97.4,1.47,22.3,228.9,4.3,4.9,53.0,3.9,3.9,221.0,219.0
190722001,34,False,156.7,82.4,1.9,18.3,222.4,6.3,6.2,35.0,6.7,6.5,428.0,415.0
190722001,35,False,150.6,87.0,1.73,273.5,3142.2,5.5,5.5,571.0,5.8,5.6,361.0,344.0
190722001,36,False,97.8,71.1,1.37,45.0,632.7,3.9,4.5,162.0,3.5,3.4,184.0,182.0
190722001,37,False,128.4,84.5,1.52,102.1,1208.4,4.7,5.4,257.0,4.4,4.4,251.0,252.0
190722001,38,False,144.2,104.3,1.38,12.5,119.6,3.9,5.1,31.0,3.4,3.5,179.0,190.0
190722001,39,False,21153.7,16221.8,1.3,2620.6,161.6,6.1,5.0,26.0,2.9,3.0,483.0,519.0
190725041,0,False,89.0,37.4,2.38,194.7,5209.7,9.7,9.7,537.0,9.0,8.7,2766.0,2658.0
190725041,1,False,67.7,58.2,1.16,53.2,914.4,5.1,5.0,179.0,2.0,2.1,346.0,374.0
190725041,2,True,48.3,44.5,1.09,35.2,791.8,4.2,5.6,189.0,1.4,1.7,147.0,226.0
190725041,3,True,46.0,41.0,1.12,36.2,882.6,3.8,4.9,232.0,1.7,1.9,230.0,297.0
190725041,4,True,44.0,41.5,1.06,18.1,437.2,3.5,5.0,125.0,1.2,1.5,82.0,162.0
190725041,5,False,61.4,58.8,1.04,13.5,229.9,3.4,4.3,68.0,1.2,1.4,62.0,121.0
190725041,6,False,66.5,63.3,1.05,33.2,523.7,3.5,4.4,150.0,1.3,1.4,98.0,134.0
190725041,7,False,74.1,68.4,1.08,29.9,436.7,3.6,4.4,121.0,1.5,1.6,161.0,217.0
