ObsID,Name,Beam,RA,Dec,sigma_in,sigma_out,bmin,R,Ex-2,Neg10
200124041,S2317+4340,14,351.357315,43.065034,54.1,47.7,11.5,1.13,247.0,3.8
200124041,S2317+4340,15,347.798141,43.470382,49.0,44.6,11.6,1.1,161.0,3.5
200124041,S2317+4340,16,348.445264,43.470382,55.6,46.4,11.5,1.2,344.0,4.0
200124041,S2317+4340,20,351.033754,43.470382,46.9,39.2,11.4,1.2,395.0,4.6
200124041,S2317+4340,21,347.474580,43.875730,55.1,48.2,11.7,1.14,277.0,5.1
200124041,S2317+4340,22,348.121703,43.875730,43.6,37.3,11.5,1.17,344.0,4.2
200124041,S2317+4340,23,348.768825,43.875730,40.2,34.8,11.4,1.16,259.0,3.8
200124041,S2317+4340,27,347.798141,44.281078,42.4,38.0,11.5,1.12,199.0,3.6
200124041,S2317+4340,28,348.445264,44.281078,45.4,39.6,11.5,1.15,266.0,3.9
200124041,S2317+4340,29,349.092386,44.281078,37.8,32.9,11.6,1.15,261.0,3.8
200124041,S2317+4340,30,349.739509,44.281078,36.7,34.0,11.6,1.08,135.0,3.7
200124041,S2317+4340,31,350.386631,44.281078,40.0,36.6,11.5,1.09,165.0,3.6
200124041,S2317+4340,32,351.033754,44.281078,54.2,48.5,11.7,1.12,218.0,3.9
200124041,S2317+4340,33,347.474580,44.686426,54.5,51.1,11.0,1.06,121.0,3.4
200124041,S2317+4340,34,348.121703,44.686426,45.1,40.7,11.6,1.11,201.0,3.6
200124041,S2317+4340,35,348.768825,44.686426,39.1,36.3,11.6,1.08,114.0,3.5
200124041,S2317+4340,36,349.415948,44.686426,39.2,35.0,11.6,1.12,238.0,3.8
200124082,S1426+6041,0,216.500000,60.697500,37.6,32.4,12.5,1.16,390.0,4.4
200124082,S1426+6041,1,213.391855,59.684130,47.4,44.1,12.5,1.07,156.0,3.5
200124082,S1426+6041,2,214.348207,59.684130,46.3,43.1,12.7,1.07,133.0,3.7
200124082,S1426+6041,4,216.260912,59.684130,43.3,39.2,12.7,1.1,201.0,3.7
200124082,S1426+6041,5,217.217264,59.684130,41.8,38.8,12.8,1.08,147.0,3.5
200124082,S1426+6041,6,218.173617,59.684130,42.8,40.1,12.7,1.07,116.0,3.5
200124082,S1426+6041,8,213.870031,60.089478,54.0,46.2,12.7,1.17,336.0,4.0
200124082,S1426+6041,9,214.826383,60.089478,42.0,38.7,12.8,1.09,171.0,3.6
200124082,S1426+6041,10,215.782736,60.089478,40.3,37.2,12.8,1.08,132.0,3.5
200124082,S1426+6041,11,216.739088,60.089478,33.6,30.4,12.5,1.11,209.0,3.7
200124082,S1426+6041,12,217.695441,60.089478,34.9,32.4,12.5,1.07,152.0,3.6
200124082,S1426+6041,13,218.651793,60.089478,36.8,34.1,12.5,1.08,172.0,3.6
200124082,S1426+6041,15,214.348207,60.494826,41.6,39.1,12.9,1.06,114.0,3.5
200124082,S1426+6041,16,215.304559,60.494826,39.6,36.2,12.8,1.09,190.0,3.6
200124082,S1426+6041,17,216.260912,60.494826,33.8,30.1,12.5,1.12,250.0,3.8
200124082,S1426+6041,18,217.217264,60.494826,33.9,30.9,12.5,1.1,223.0,3.7
200124082,S1426+6041,19,218.173617,60.494826,32.8,30.4,12.5,1.08,152.0,3.5
200124082,S1426+6041,20,219.129969,60.494826,39.4,36.7,12.4,1.07,127.0,3.5
200124082,S1426+6041,22,214.826383,60.900174,34.3,31.5,12.5,1.09,191.0,3.6
200124082,S1426+6041,23,215.782736,60.900174,31.8,29.0,12.6,1.1,176.0,3.6
200124082,S1426+6041,25,217.695441,60.900174,34.6,31.2,12.5,1.11,226.0,3.7
200124082,S1426+6041,26,218.651793,60.900174,38.4,32.7,12.5,1.17,370.0,4.2
200124082,S1426+6041,27,214.348207,61.305522,37.3,34.3,12.6,1.09,172.0,3.5
200124082,S1426+6041,28,215.304559,61.305522,35.4,32.3,12.6,1.1,232.0,4.4
200124082,S1426+6041,30,217.217264,61.305522,33.8,30.4,12.6,1.11,224.0,3.7
200124082,S1426+6041,31,218.173617,61.305522,35.0,32.2,12.5,1.09,182.0,3.7
200124082,S1426+6041,32,219.129969,61.305522,47.7,44.2,12.7,1.08,166.0,3.9
200124082,S1426+6041,33,213.870031,61.710870,44.5,40.9,12.6,1.09,172.0,3.7
200124082,S1426+6041,34,214.826383,61.710870,37.9,34.7,12.5,1.09,185.0,3.7
200124082,S1426+6041,35,215.782736,61.710870,35.0,32.9,12.5,1.06,108.0,3.4
200124082,S1426+6041,36,216.739088,61.710870,38.9,34.6,12.6,1.13,280.0,3.8
200125001,S0218+4340,0,34.729167,43.673056,41.1,34.9,11.3,1.18,332.0,4.1
200125001,S0218+4340,2,33.273141,42.659686,53.3,48.9,11.3,1.09,156.0,3.7
200125001,S0218+4340,8,32.949580,43.065034,58.4,52.1,11.3,1.12,209.0,3.7
200125001,S0218+4340,9,33.596703,43.065034,51.4,46.4,11.3,1.11,191.0,3.6
200125001,S0218+4340,10,34.243825,43.065034,49.7,42.1,11.3,1.18,348.0,4.1
200125001,S0218+4340,15,33.273141,43.470382,49.4,44.6,11.4,1.11,192.0,3.8
200125001,S0218+4340,20,36.508754,43.470382,50.5,45.4,11.6,1.11,175.0,3.6
200125001,S0218+4340,21,32.949580,43.875730,52.2,47.8,11.4,1.09,163.0,4.1
200125001,S0218+4340,22,33.596703,43.875730,39.1,35.1,11.3,1.12,203.0,3.9
200125001,S0218+4340,23,34.243825,43.875730,36.7,31.7,11.3,1.16,308.0,3.9
200125001,S0218+4340,27,33.273141,44.281078,40.8,37.7,11.3,1.08,150.0,3.6
200125001,S0218+4340,30,35.214509,44.281078,38.3,33.8,11.5,1.13,257.0,4.1
200125001,S0218+4340,33,32.949580,44.686426,52.0,48.2,11.5,1.08,143.0,3.6
200125001,S0218+4340,35,34.243825,44.686426,39.9,36.0,11.4,1.11,206.0,3.9
200126041,S2319+4114,0,349.941667,41.240833,40.7,34.8,11.2,1.17,334.0,4.1
200126041,S2319+4114,1,347.918661,40.227463,57.6,49.4,11.3,1.17,325.0,4.2
200126041,S2319+4114,2,348.541124,40.227463,56.7,50.6,11.4,1.12,184.0,3.6
200126041,S2319+4114,5,350.408515,40.227463,48.8,44.3,11.3,1.1,191.0,3.8
200126041,S2319+4114,6,351.030978,40.227463,52.8,46.3,11.2,1.14,234.0,4.6
200126041,S2319+4114,8,348.229892,40.632811,57.8,52.0,11.4,1.11,171.0,3.6
200126041,S2319+4114,10,349.474819,40.632811,46.6,41.0,11.4,1.14,221.0,3.7
200126041,S2319+4114,11,350.097283,40.632811,38.6,33.2,11.3,1.16,292.0,4.6
200126041,S2319+4114,12,350.719746,40.632811,38.9,34.0,11.2,1.14,248.0,3.6
200126041,S2319+4114,15,348.541124,41.038159,49.7,45.5,11.4,1.09,153.0,3.5
200126041,S2319+4114,21,348.229892,41.443507,52.9,48.1,11.4,1.1,163.0,3.8
200126041,S2319+4114,22,348.852356,41.443507,40.3,35.8,11.3,1.13,239.0,4.0
200126041,S2319+4114,23,349.474819,41.443507,44.3,37.3,11.3,1.19,305.0,3.8
200126041,S2319+4114,24,350.097283,41.443507,38.2,33.4,11.3,1.15,238.0,3.8
200126041,S2319+4114,26,351.342210,41.443507,45.4,37.7,11.2,1.2,358.0,4.0
200126041,S2319+4114,27,348.541124,41.848855,44.0,39.8,11.3,1.11,189.0,3.7
200126041,S2319+4114,28,349.163588,41.848855,43.1,38.5,11.2,1.12,222.0,3.8
200126041,S2319+4114,30,350.408515,41.848855,39.6,33.6,11.4,1.18,329.0,4.1
200126041,S2319+4114,31,351.030978,41.848855,42.3,37.0,11.4,1.14,259.0,3.9
200126041,S2319+4114,32,351.653442,41.848855,55.2,50.4,11.5,1.1,158.0,3.7
200126041,S2319+4114,33,348.229892,42.254203,55.5,50.5,11.3,1.1,162.0,3.6
200126041,S2319+4114,34,348.852356,42.254203,45.4,40.2,11.3,1.13,211.0,3.7
200126082,S1428+5815,0,217.033333,58.265556,38.0,31.9,12.3,1.19,452.0,4.1
200126082,S1428+5815,1,214.141243,57.252186,54.8,48.1,12.4,1.14,298.0,3.7
200126082,S1428+5815,2,215.031117,57.252186,49.2,43.7,12.5,1.13,283.0,5.2
200126082,S1428+5815,5,217.700738,57.252186,46.7,41.9,12.5,1.12,230.0,3.6
200126082,S1428+5815,6,218.590612,57.252186,50.9,43.1,12.5,1.18,385.0,4.0
200126082,S1428+5815,9,215.476054,57.657534,47.1,40.1,12.6,1.18,363.0,4.1
200126082,S1428+5815,11,217.255801,57.657534,36.6,32.4,12.3,1.13,279.0,3.8
200126082,S1428+5815,12,218.145675,57.657534,39.1,35.1,12.2,1.12,254.0,3.7
200126082,S1428+5815,13,219.035549,57.657534,39.6,35.1,12.3,1.13,272.0,3.9
200126082,S1428+5815,14,219.925423,57.657534,51.2,46.5,12.2,1.1,223.0,3.7
200126082,S1428+5815,19,218.590612,58.062882,36.5,32.6,12.3,1.12,249.0,3.7
200126082,S1428+5815,20,219.480486,58.062882,43.0,38.5,12.2,1.12,251.0,3.8
200126082,S1428+5815,21,214.586180,58.468230,55.3,48.3,12.6,1.15,295.0,3.7
200126082,S1428+5815,22,215.476054,58.468230,37.8,32.5,12.4,1.16,373.0,4.6
200126082,S1428+5815,24,217.255801,58.468230,36.1,30.6,12.4,1.18,393.0,4.3
200126082,S1428+5815,26,219.035549,58.468230,37.4,33.7,12.3,1.11,223.0,3.8
200126082,S1428+5815,27,215.031117,58.873578,40.3,35.3,12.5,1.14,313.0,4.1
200126082,S1428+5815,28,215.920991,58.873578,39.8,34.4,12.4,1.16,368.0,4.4
200126082,S1428+5815,29,216.810865,58.873578,36.3,31.7,12.4,1.14,305.0,4.4
200126082,S1428+5815,30,217.700738,58.873578,35.3,31.1,12.4,1.13,290.0,3.8
200126082,S1428+5815,31,218.590612,58.873578,37.4,33.7,12.2,1.11,237.0,4.1
200126082,S1428+5815,32,219.480486,58.873578,55.2,48.6,12.5,1.14,293.0,3.7
200126082,S1428+5815,33,214.586180,59.278926,49.2,43.3,12.5,1.14,304.0,4.0
200126082,S1428+5815,34,215.476054,59.278926,43.1,37.5,12.4,1.15,340.0,3.8
200126082,S1428+5815,35,216.365928,59.278926,38.8,34.5,12.4,1.13,264.0,3.7
200126082,S1428+5815,36,217.255801,59.278926,38.2,34.7,12.4,1.1,232.0,3.6
200126082,S1428+5815,38,219.035549,59.278926,50.7,44.8,12.5,1.13,272.0,3.9
200128124,M1403+5324,0,210.850000,53.401389,36.1,30.3,11.9,1.19,458.0,4.2
200128124,M1403+5324,1,208.298547,52.388019,45.1,41.6,12.3,1.08,171.0,3.6
200128124,M1403+5324,3,209.868672,52.388019,37.2,31.6,12.3,1.18,371.0,4.5
200128124,M1403+5324,4,210.653734,52.388019,36.3,31.7,12.2,1.15,312.0,4.2
200128124,M1403+5324,8,208.691078,52.793367,41.2,37.7,12.3,1.09,163.0,3.6
200128124,M1403+5324,9,209.476141,52.793367,39.3,33.9,12.1,1.16,331.0,3.9
200128124,M1403+5324,15,209.083609,53.198715,39.9,36.6,12.4,1.09,150.0,3.5
200128124,M1403+5324,21,208.691078,53.604063,41.7,36.4,12.3,1.14,305.0,4.6
200128124,M1403+5324,27,209.083609,54.009411,38.6,33.1,12.3,1.17,319.0,4.1
200128124,M1403+5324,32,213.008922,54.009411,44.6,41.7,12.5,1.07,121.0,3.5
200129001,M0209+3622,1,30.364808,35.363297,53.3,47.6,11.1,1.12,176.0,3.5
200129001,M0209+3622,4,32.108832,35.363297,39.3,33.3,11.1,1.18,317.0,4.3
200129001,M0209+3622,5,32.690173,35.363297,40.7,34.1,11.1,1.19,331.0,4.5
200129001,M0209+3622,8,30.655478,35.768645,49.4,40.9,11.1,1.21,344.0,4.1
200129001,M0209+3622,13,33.562185,35.768645,39.2,34.7,10.9,1.13,196.0,3.7
200129001,M0209+3622,14,34.143526,35.768645,49.7,44.2,11.0,1.13,195.0,3.7
200129001,M0209+3622,23,31.818161,36.579341,37.3,31.1,11.1,1.2,368.0,4.1
200129001,M0209+3622,24,32.399502,36.579341,35.0,30.9,11.1,1.13,204.0,3.6
200129001,M0209+3622,25,32.980844,36.579341,38.2,31.8,11.2,1.2,348.0,4.2
200129001,M0209+3622,29,32.108832,36.984689,35.4,30.8,11.1,1.15,251.0,3.8
200129001,M0209+3622,30,32.690173,36.984689,37.2,32.8,11.1,1.13,206.0,3.7
200129001,M0209+3622,32,33.852856,36.984689,49.6,45.5,11.2,1.09,129.0,3.4
200129001,M0209+3622,33,30.655478,37.390037,52.2,43.6,11.3,1.2,350.0,4.6
200129001,M0209+3622,35,31.818161,37.390037,39.7,34.9,11.3,1.14,212.0,3.6
200129001,M0209+3622,36,32.399502,37.390037,45.3,41.3,11.7,1.1,146.0,3.5
200129001,M0209+3622,37,32.980844,37.390037,39.1,35.3,11.3,1.11,170.0,3.5
200129001,M0209+3622,38,33.562185,37.390037,46.3,40.1,11.2,1.15,266.0,4.0
200130106,S1448+5815,0,222.175000,58.265556,42.7,40.1,12.1,1.06,152.0,3.6
200130106,S1448+5815,2,220.172784,57.252186,47.7,45.3,12.3,1.05,94.0,3.4
200130106,S1448+5815,3,221.062658,57.252186,46.0,42.9,12.3,1.07,131.0,3.5
200130106,S1448+5815,4,221.952532,57.252186,44.7,41.3,12.3,1.08,141.0,3.6
200130106,S1448+5815,5,222.842405,57.252186,43.1,40.1,12.4,1.07,147.0,3.5
200130106,S1448+5815,6,223.732279,57.252186,45.3,42.6,12.4,1.06,122.0,3.4
200130106,S1448+5815,8,219.727847,57.657534,53.8,52.2,12.3,1.03,68.0,3.5
200130106,S1448+5815,9,220.617721,57.657534,50.2,46.4,12.3,1.08,152.0,3.6
200130106,S1448+5815,10,221.507595,57.657534,42.0,38.3,12.4,1.1,196.0,3.7
200130106,S1448+5815,11,222.397468,57.657534,41.4,35.9,12.5,1.15,352.0,4.9
200130106,S1448+5815,12,223.287342,57.657534,41.0,38.4,12.4,1.07,130.0,3.5
200130106,S1448+5815,13,224.177216,57.657534,43.5,40.7,12.3,1.07,134.0,3.6
200130106,S1448+5815,14,225.067090,57.657534,57.6,55.9,12.4,1.03,64.0,3.5
200130106,S1448+5815,15,220.172784,58.062882,51.1,48.6,12.6,1.05,93.0,3.5
200130106,S1448+5815,16,221.062658,58.062882,41.7,39.0,12.3,1.07,127.0,3.6
200130106,S1448+5815,19,223.732279,58.062882,40.1,37.5,12.4,1.07,122.0,3.5
200130106,S1448+5815,20,224.622153,58.062882,51.2,47.0,12.4,1.09,182.0,3.6
200130106,S1448+5815,21,219.727847,58.468230,50.6,47.3,12.5,1.07,112.0,3.6
200130106,S1448+5815,22,220.617721,58.468230,42.1,40.2,12.4,1.05,95.0,3.5
200130106,S1448+5815,23,221.507595,58.468230,38.4,35.9,12.4,1.07,134.0,3.5
200130106,S1448+5815,24,222.397468,58.468230,37.6,34.4,12.4,1.1,204.0,3.7
200130106,S1448+5815,25,223.287342,58.468230,38.4,35.0,12.4,1.1,218.0,3.9
200130106,S1448+5815,26,224.177216,58.468230,41.4,38.9,12.4,1.06,119.0,3.5
200130106,S1448+5815,27,220.172784,58.873578,48.4,45.9,12.5,1.05,107.0,3.5
200130106,S1448+5815,28,221.062658,58.873578,44.6,40.6,12.4,1.1,193.0,3.9
200130106,S1448+5815,29,221.952532,58.873578,40.2,37.4,12.5,1.08,120.0,3.5
200130106,S1448+5815,30,222.842405,58.873578,42.1,38.0,12.4,1.11,214.0,3.6
200130106,S1448+5815,34,220.617721,59.278926,54.4,52.5,12.5,1.04,84.0,3.4
200130106,S1448+5815,35,221.507595,59.278926,48.5,46.1,12.5,1.05,128.0,3.8
200130106,S1448+5815,36,222.397468,59.278926,45.8,43.1,12.4,1.06,137.0,3.7
200130106,S1448+5815,37,223.287342,59.278926,48.7,43.7,12.4,1.11,246.0,3.8
200131001,M0209+3622,1,30.364808,35.363297,52.9,49.7,11.3,1.06,99.0,3.5
200131001,M0209+3622,4,32.108832,35.363297,40.9,35.0,11.3,1.17,289.0,4.1
200131001,M0209+3622,5,32.690173,35.363297,41.6,34.9,11.3,1.19,352.0,4.7
200131001,M0209+3622,8,30.655478,35.768645,49.6,43.5,11.4,1.14,220.0,3.8
200131001,M0209+3622,12,32.980844,35.768645,38.8,32.2,11.3,1.2,368.0,4.6
200131001,M0209+3622,13,33.562185,35.768645,39.6,36.1,11.3,1.1,147.0,3.5
200131001,M0209+3622,14,34.143526,35.768645,52.0,48.0,11.3,1.08,120.0,3.5
200131001,M0209+3622,19,33.271514,36.173993,38.3,32.6,11.3,1.17,280.0,3.8
200131001,M0209+3622,20,33.852856,36.173993,50.1,41.8,11.4,1.2,329.0,5.1
200131001,M0209+3622,23,31.818161,36.579341,38.3,32.5,11.3,1.18,306.0,4.0
200131001,M0209+3622,24,32.399502,36.579341,35.5,31.5,11.3,1.13,203.0,3.7
200131001,M0209+3622,25,32.980844,36.579341,37.1,31.9,11.3,1.16,276.0,3.9
200131001,M0209+3622,26,33.562185,36.579341,41.7,34.9,11.3,1.2,352.0,4.8
200131001,M0209+3622,29,32.108832,36.984689,35.5,31.9,11.4,1.11,182.0,3.7
200131001,M0209+3622,30,32.690173,36.984689,34.7,31.7,11.3,1.1,131.0,3.5
200131001,M0209+3622,31,33.271514,36.984689,39.3,34.6,11.4,1.14,235.0,4.1
200131001,M0209+3622,32,33.852856,36.984689,54.0,50.7,11.5,1.07,94.0,3.4
200131001,M0209+3622,33,30.655478,37.390037,58.5,51.2,11.4,1.14,257.0,4.1
200131001,M0209+3622,34,31.236820,37.390037,48.0,41.2,11.4,1.16,283.0,4.1
200131001,M0209+3622,35,31.818161,37.390037,41.4,37.6,11.4,1.1,150.0,3.5
200131001,M0209+3622,36,32.399502,37.390037,38.9,35.8,11.4,1.09,144.0,3.6
200131001,M0209+3622,37,32.980844,37.390037,40.4,36.9,11.4,1.09,145.0,3.4
200131001,M0209+3622,38,33.562185,37.390037,47.6,43.4,11.4,1.09,153.0,3.7
200201046,S2328+3356,2,350.893023,32.931074,48.9,43.3,11.4,1.13,205.0,4.2
200201046,S2328+3356,3,351.457235,32.931074,43.0,38.9,11.3,1.1,147.0,3.5
200201046,S2328+3356,4,352.021447,32.931074,43.4,37.1,11.4,1.17,253.0,4.0
200201046,S2328+3356,5,352.585659,32.931074,40.8,37.2,11.3,1.1,131.0,3.6
200201046,S2328+3356,6,353.149871,32.931074,45.8,40.9,11.9,1.12,181.0,3.7
200201046,S2328+3356,9,351.175129,33.336422,42.7,37.0,11.2,1.16,253.0,4.1
200201046,S2328+3356,12,352.867765,33.336422,44.7,36.5,11.2,1.22,359.0,4.1
200201046,S2328+3356,13,353.431977,33.336422,43.5,39.9,11.4,1.09,145.0,3.7
200201046,S2328+3356,15,350.893023,33.741770,55.2,48.9,11.4,1.13,193.0,3.7
200201046,S2328+3356,16,351.457235,33.741770,41.9,37.0,11.3,1.13,226.0,4.0
200201046,S2328+3356,19,353.149871,33.741770,40.4,34.1,11.3,1.18,341.0,5.5
200201046,S2328+3356,20,353.714082,33.741770,54.6,48.8,11.4,1.12,196.0,4.0
200201046,S2328+3356,21,350.610918,34.147118,50.3,45.1,11.5,1.11,204.0,4.1
200201046,S2328+3356,23,351.739341,34.147118,37.8,33.4,11.4,1.13,209.0,3.7
200201046,S2328+3356,26,353.431977,34.147118,46.4,41.1,12.2,1.13,215.0,3.6
200201046,S2328+3356,28,351.457235,34.552466,41.6,36.5,11.4,1.14,253.0,4.2
200201046,S2328+3356,29,352.021447,34.552466,38.0,33.8,11.4,1.12,213.0,3.8
200201046,S2328+3356,30,352.585659,34.552466,39.8,35.5,11.5,1.12,196.0,3.8
200201046,S2328+3356,31,353.149871,34.552466,41.9,37.8,11.4,1.11,187.0,3.6
200201046,S2328+3356,34,351.175129,34.957814,51.1,46.0,11.4,1.11,174.0,3.8
200201046,S2328+3356,35,351.739341,34.957814,48.1,42.3,11.4,1.14,232.0,4.1
200201046,S2328+3356,36,352.303553,34.957814,43.6,40.0,11.4,1.09,128.0,3.5
200201046,S2328+3356,38,353.431977,34.957814,52.4,49.0,11.5,1.07,94.0,3.5
200201087,S1458+5324,0,224.520833,53.401389,39.5,36.6,11.9,1.08,164.0,3.5
200201087,S1458+5324,2,222.754442,52.388019,44.6,41.9,12.2,1.06,108.0,3.6
200201087,S1458+5324,3,223.539505,52.388019,41.3,39.2,12.2,1.05,105.0,3.5
200201087,S1458+5324,4,224.324567,52.388019,40.3,38.4,12.2,1.05,106.0,3.5
200201087,S1458+5324,5,225.109630,52.388019,42.9,37.0,12.2,1.16,339.0,5.4
200201087,S1458+5324,6,225.894692,52.388019,42.6,39.8,12.3,1.07,140.0,3.5
200201087,S1458+5324,7,226.679755,52.388019,52.8,50.4,12.3,1.05,88.0,3.7
200201087,S1458+5324,10,223.932036,52.793367,54.1,44.8,12.3,1.21,446.0,4.0
200201087,S1458+5324,11,224.717099,52.793367,39.7,33.8,12.3,1.18,358.0,4.2
200201087,S1458+5324,13,226.287224,52.793367,42.7,38.3,12.3,1.11,269.0,4.5
200201087,S1458+5324,14,227.072286,52.793367,57.5,50.8,12.4,1.13,286.0,6.0
200201087,S1458+5324,16,223.539505,53.198715,40.4,36.5,12.3,1.11,234.0,3.6
200201087,S1458+5324,17,224.324567,53.198715,41.8,36.4,12.4,1.15,293.0,4.0
200201087,S1458+5324,18,225.109630,53.198715,39.1,34.9,12.3,1.12,227.0,3.7
200201087,S1458+5324,19,225.894692,53.198715,38.4,33.7,12.3,1.14,283.0,4.8
200201087,S1458+5324,20,226.679755,53.198715,51.7,46.7,12.5,1.11,206.0,3.6
200201087,S1458+5324,23,223.932036,53.604063,37.4,33.3,12.3,1.12,246.0,3.9
200201087,S1458+5324,24,224.717099,53.604063,36.5,33.9,12.3,1.08,150.0,3.5
200201087,S1458+5324,25,225.502161,53.604063,36.5,32.9,12.3,1.11,226.0,3.9
200201087,S1458+5324,26,226.287224,53.604063,39.3,36.2,12.3,1.08,172.0,3.5
200201087,S1458+5324,29,224.324567,54.009411,36.9,34.0,12.3,1.08,172.0,3.9
200201087,S1458+5324,30,225.109630,54.009411,36.8,34.1,12.3,1.08,137.0,3.6
200201087,S1458+5324,31,225.894692,54.009411,38.6,36.3,12.4,1.06,137.0,3.6
200201087,S1458+5324,32,226.679755,54.009411,55.1,51.9,12.7,1.06,105.0,3.5
200201087,S1458+5324,34,223.146974,54.414759,53.0,46.3,12.4,1.14,285.0,4.1
200201087,S1458+5324,35,223.932036,54.414759,46.4,42.6,12.4,1.09,185.0,4.5
200201087,S1458+5324,36,224.717099,54.414759,44.0,40.3,12.4,1.09,195.0,4.0
200201087,S1458+5324,37,225.502161,54.414759,47.2,42.8,12.4,1.1,200.0,3.6
200201087,S1458+5324,38,226.287224,54.414759,50.2,45.1,12.3,1.11,259.0,6.0
200202001,S0222+3622,2,34.375315,35.363297,46.7,38.6,11.3,1.21,366.0,5.1
200202001,S0222+3622,3,34.956656,35.363297,40.4,36.2,11.4,1.11,176.0,3.6
200202001,S0222+3622,4,35.537998,35.363297,39.2,35.5,11.4,1.1,161.0,3.6
200202001,S0222+3622,6,36.700680,35.363297,42.6,37.8,11.3,1.13,208.0,3.8
200202001,S0222+3622,7,37.282022,35.363297,52.6,47.7,11.3,1.1,169.0,3.6
200202001,S0222+3622,14,37.572692,35.768645,54.6,48.0,11.4,1.14,240.0,3.9
200202001,S0222+3622,15,34.375315,36.173993,50.4,43.9,11.9,1.15,222.0,3.6
200202001,S0222+3622,20,37.282022,36.173993,49.6,43.3,11.4,1.14,216.0,3.7
200202001,S0222+3622,21,34.084644,36.579341,53.8,46.3,11.4,1.16,273.0,3.8
200202001,S0222+3622,23,35.247327,36.579341,43.9,36.1,11.5,1.21,357.0,4.0
200202001,S0222+3622,24,35.828668,36.579341,37.6,33.2,11.5,1.13,199.0,3.6
200202001,S0222+3622,25,36.410010,36.579341,38.2,32.8,11.5,1.16,276.0,3.9
200202001,S0222+3622,26,36.991351,36.579341,42.6,35.8,11.4,1.19,313.0,3.9
200202001,S0222+3622,30,36.119339,36.984689,38.1,33.0,11.5,1.15,263.0,3.8
200202001,S0222+3622,32,37.282022,36.984689,58.4,49.5,11.6,1.18,342.0,5.4
200202001,S0222+3622,35,35.247327,37.390037,43.5,38.2,11.5,1.14,223.0,3.8
200202001,S0222+3622,36,35.828668,37.390037,44.1,36.7,11.5,1.2,358.0,4.2
200202001,S0222+3622,37,36.410010,37.390037,43.6,38.3,11.5,1.14,239.0,3.7
200225049,S1501+5058,4,225.214185,49.955797,35.2,31.1,12.5,1.13,280.0,4.7
200225049,S1501+5058,5,225.957444,49.955797,37.6,32.1,12.4,1.17,326.0,3.9
200225049,S1501+5058,6,226.700702,49.955797,34.3,31.2,12.4,1.1,145.0,3.6
200225049,S1501+5058,7,227.443961,49.955797,49.0,43.6,12.7,1.12,213.0,3.7
200225049,S1501+5058,9,224.099298,50.361145,37.2,32.2,12.4,1.15,329.0,4.4
200225049,S1501+5058,10,224.842556,50.361145,35.4,29.3,12.3,1.21,425.0,4.2
200225049,S1501+5058,12,226.329073,50.361145,32.9,29.7,12.4,1.11,172.0,3.7
200225049,S1501+5058,13,227.072332,50.361145,37.5,32.6,12.5,1.15,286.0,4.0
200225049,S1501+5058,14,227.815590,50.361145,57.9,47.4,12.7,1.22,430.0,4.1
200225049,S1501+5058,15,223.727668,50.766493,41.8,37.2,12.5,1.12,222.0,4.0
200225049,S1501+5058,16,224.470927,50.766493,38.9,33.2,12.5,1.17,366.0,4.4
200225049,S1501+5058,21,223.356039,51.171841,49.2,42.9,12.6,1.15,278.0,3.9
200225049,S1501+5058,23,224.842556,51.171841,35.2,29.8,12.7,1.18,364.0,3.9
200225049,S1501+5058,24,225.585815,51.171841,33.6,29.4,12.4,1.14,272.0,3.7
200225049,S1501+5058,25,226.329073,51.171841,36.9,31.5,12.7,1.17,333.0,3.9
200225049,S1501+5058,26,227.072332,51.171841,37.3,32.1,12.7,1.16,316.0,3.9
200225049,S1501+5058,28,224.470927,51.577189,35.6,30.0,12.5,1.19,356.0,4.0
200225049,S1501+5058,30,225.957444,51.577189,34.4,28.9,12.6,1.19,406.0,4.0
200225049,S1501+5058,35,224.842556,51.982537,35.5,30.2,12.5,1.18,347.0,4.0
200225049,S1501+5058,36,225.585815,51.982537,37.0,33.5,12.4,1.11,183.0,3.6
200225049,S1501+5058,37,226.329073,51.982537,39.9,35.7,12.6,1.12,215.0,3.6
200225049,S1501+5058,39,227.815590,51.982537,50.4,43.4,12.7,1.16,357.0,4.8
200226001,S0243+4114,1,38.826994,40.227463,55.3,48.2,11.5,1.15,234.0,3.7
200226001,S0243+4114,2,39.449457,40.227463,38.4,35.0,11.5,1.1,122.0,3.4
200226001,S0243+4114,3,40.071921,40.227463,37.4,31.4,11.4,1.19,344.0,4.7
200226001,S0243+4114,4,40.694384,40.227463,34.1,30.3,11.6,1.13,222.0,3.8
200226001,S0243+4114,5,41.316848,40.227463,40.5,34.2,11.5,1.19,312.0,4.0
200226001,S0243+4114,6,41.939311,40.227463,37.8,33.1,11.4,1.14,226.0,3.7
200226001,S0243+4114,7,42.561775,40.227463,51.9,44.0,11.4,1.18,323.0,4.3
200226001,S0243+4114,8,39.138225,40.632811,43.9,37.7,11.5,1.16,304.0,4.1
200226001,S0243+4114,10,40.383152,40.632811,35.8,29.4,11.5,1.22,423.0,4.2
200226001,S0243+4114,12,41.628079,40.632811,39.8,33.8,11.9,1.18,288.0,3.8
200226001,S0243+4114,13,42.250543,40.632811,39.5,33.0,11.5,1.2,352.0,3.8
200226001,S0243+4114,14,42.873006,40.632811,49.5,41.0,11.4,1.21,373.0,5.2
